,title,budget,revenue,RB Ratio,metascore
Vampire in Brooklyn,Vampire in Brooklyn,14000000,19800000,1.414285714,27
Exorcist II: The Heretic,Exorcist II: The Heretic,14000000,30749142,2.196367286,39
A Perfect Getaway,A Perfect Getaway,14000000,22852638,1.632331286,63
Our Family Wedding,Our Family Wedding,14000000,21409028,1.529216286,38
Tea with Mussolini,Tea with Mussolini,12000000,21001563,1.75013025,53
I Think I Love My Wife,I Think I Love My Wife,11000000,13196245,1.199658636,49
Jason X,Jason X,11000000,16951798,1.541072545,25
Head Over Heels,Head Over Heels,14000000,10424470,0.744605,27
Fun Size,Fun Size,14000000,11417362,0.815525857,37
The Diving Bell and the Butterfly,The Diving Bell and the Butterfly,14000000,19777647,1.412689071,92
Little Children,Little Children,26000000,14821658,0.570063769,75
Gossip,Gossip,14000000,5108820,0.364915714,31
Jefferson in Paris,Jefferson in Paris,14000000,2474000,0.176714286,45
Margaret,Margaret,14000000,46495,0.003321071,61
Flipped,Flipped,14000000,1755212,0.125372286,45
Brokeback Mountain,Brokeback Mountain,14000000,178043761,12.7174115,87
Far from Heaven,Far from Heaven,13500000,29027914,2.150215852,84
Hot Tub Time Machine 2,Hot Tub Time Machine 2,14000000,12314651,0.879617929,29
Quills,Quills,13500000,7060876,0.523027852,70
Seven Psychopaths,Seven Psychopaths,15000000,19422261,1.2948174,66
Downfall,Downfall,18339750,92180910,5.026290435,82
The Sea Inside,The Sea Inside,12806000,38535221,3.0091536,74
Under the Skin,Under the Skin,13300000,5380251,0.40453015,78
"Good Morning, Vietnam","Good Morning, Vietnam",13000000,123922370,9.53249,67
Justin Bieber: Never Say Never,Justin Bieber: Never Say Never,13000000,98441954,7.572458,52
The Godfather: Part II,The Godfather: Part II,13000000,47542841,3.657141615,90
Save the Last Dance,Save the Last Dance,13000000,91038276,7.002944308,53
A Nightmare on Elm Street 4: The Dream Master,A Nightmare on Elm Street 4: The Dream Master,7000000,72500000,10.35714286,56
Miracles from Heaven,Miracles from Heaven,16000000,77000000,4.8125,44
Young Guns,Young Guns,13000000,44726644,3.440511077,50
St. Vincent,St. Vincent,13000000,54837234,4.218248769,64
About Last Night,About Last Night,12500000,49002684,3.92021472,62
10 Things I Hate About You,10 Things I Hate About You,16000000,53478166,3.342385375,70
The Shallows,The Shallows,17000000,119100758,7.005926941,59
The Butterfly Effect,The Butterfly Effect,13000000,96060858,7.389296769,30
Baby Geniuses,Baby Geniuses,12000000,36450736,3.037561333,6
The Big Hit,The Big Hit,13000000,27007143,2.077472538,31
Child's Play 2,Child's Play 2,13000000,35763605,2.751046538,37
No Good Deed,No Good Deed,13200000,53830415,4.078061742,26
The Mist,The Mist,18000000,57096190,3.172010556,58
Ex Machina,Ex Machina,15000000,36869414,2.457960933,78
Being John Malkovich,Being John Malkovich,13000000,22863596,1.758738154,90
Earth to Echo,Earth to Echo,13000000,45300000,3.484615385,53
Crazy/Beautiful,Crazy/Beautiful,13000000,16929123,1.302240231,61
Letters from Iwo Jima,Letters from Iwo Jima,19000000,68673228,3.614380421,89
The Astronaut Farmer,The Astronaut Farmer,13000000,11130889,0.856222231,55
Room,Room,6000000,35401758,5.900293,86
Serial Mom,Serial Mom,13000000,7820688,0.601591385,64
Dick,Dick,13000000,27500000,2.115384615,65
54,54,13000000,16757163,1.289012538,33
21 & Over,21 & Over,13000000,48065672,3.697359385,48
"Paris, je t'aime","Paris, je t'aime",13000000,4857367,0.373643615,66
Admission,Admission,13000000,18000000,1.384615385,48
Chloe,Chloe,15000000,8459458,0.563963867,48
Find Me Guilty,Find Me Guilty,13000000,2636637,0.202818231,65
The Perks of Being a Wallflower,The Perks of Being a Wallflower,13000000,33400000,2.569230769,67
Infamous,Infamous,13000000,1151330,0.088563846,68
The Vatican Tapes,The Vatican Tapes,13000000,1784763,0.137289462,38
Attack the Block,Attack the Block,14350531,3964682,0.276274237,75
In the Land of Blood and Honey,In the Land of Blood and Honey,10000000,303877,0.0303877,56
The Call,The Call,13000000,68572378,5.274798308,51
I Love You Phillip Morris,I Love You Phillip Morris,13000000,10652035,0.819387308,65
Quest for Fire,Quest for Fire,12000000,55260558,4.6050465,79
Antwone Fisher,Antwone Fisher,12500000,23367586,1.86940688,62
True Romance,True Romance,12500000,12281551,0.98252408,59
Glengarry Glen Ross,Glengarry Glen Ross,12500000,10725228,0.85801824,80
Sorority Row,Sorority Row,12500000,27206120,2.1764896,24
Lars and the Real Girl,Lars and the Real Girl,12000000,11293663,0.941138583,70
Dancer in the Dark,Dancer in the Dark,12800000,40031879,3.127490547,61
Solitary Man,Solitary Man,15000000,5024782,0.334985467,69
Machete,Machete,20000000,31327899,1.56639495,60
Casino Jack,Casino Jack,12500000,1083683,0.08669464,51
The Land Before Time,The Land Before Time,12300000,84460846,6.866735447,66
The Perfect Game,The Perfect Game,12500000,3878993,0.31031944,42
The Golden Child,The Golden Child,25000000,79817939,3.19271756,37
Think Like a Man,Think Like a Man,12000000,96070507,8.005875583,51
Barbershop,Barbershop,12000000,75781642,6.315136833,66
Star Trek II: The Wrath of Khan,Star Trek II: The Wrath of Khan,12000000,96800000,8.066666667,67
Ace Ventura: Pet Detective,Ace Ventura: Pet Detective,15000000,107217396,7.1478264,37
WarGames,WarGames,12000000,79567667,6.630638917,77
Witness,Witness,12000000,68706993,5.72558275,76
Act of Valor,Act of Valor,12000000,81272766,6.7727305,40
Step Up,Step Up,12000000,114194847,9.51623725,48
Jackie Brown,Jackie Brown,12000000,39673162,3.306096833,64
Harold & Kumar Escape from Guantanamo Bay,Harold & Kumar Escape from Guantanamo Bay,12000000,43493123,3.624426917,10
Chronicle,Chronicle,15000000,145000000,9.666666667,69
Time Bandits,Time Bandits,5000000,42365581,8.4731162,79
Crossroads,Crossroads,12000000,61141030,5.095085833,27
Project X,Project X,12000000,100000000,8.333333333,48
Patton,Patton,12000000,89800000,7.483333333,91
One Hour Photo,One Hour Photo,12000000,52223306,4.351942167,64
Quarantine,Quarantine,12000000,40855419,3.40461825,53
The Eye,The Eye,12000000,56309766,4.6924805,36
Johnson Family Vacation,Johnson Family Vacation,12000000,31179516,2.598293,29
How High,How High,12000000,31155435,2.59628625,29
Frida,Frida,12000000,56298474,4.6915395,61
Katy Perry: Part of Me,Katy Perry: Part of Me,12000000,32726956,2.727246333,57
Rounders,Rounders,12000000,22921898,1.910158167,54
Stir of Echoes,Stir of Echoes,12000000,21133087,1.761090583,67
Philomena,Philomena,12000000,100129872,8.344156,77
Aquamarine,Aquamarine,12000000,23006849,1.917237417,51
Paper Towns,Paper Towns,12000000,85512300,7.126025,56
Nebraska,Nebraska,12000000,17654912,1.471242667,86
Max Keeble's Big Move,Max Keeble's Big Move,12000000,17292381,1.44103175,40
Young Adult,Young Adult,12000000,22939027,1.911585583,71
Crank,Crank,12000000,42931041,3.57758675,57
Living Out Loud,Living Out Loud,12000000,12902790,1.0752325,64
Das Boot,Das Boot,14000000,85000000,6.071428571,86
Arbitrage,Arbitrage,12000000,35485056,2.957088,73
Project Almanac,Project Almanac,12000000,32248241,2.687353417,47
For Your Consideration,For Your Consideration,12000000,5542025,0.461835417,68
Running with Scissors,Running with Scissors,12000000,6754898,0.562908167,52
From Justin to Kelly,From Justin to Kelly,12000000,4922166,0.4101805,14
Girl 6,Girl 6,12000000,4939939,0.411661583,44
In the Cut,In the Cut,12000000,23,1.91667E-06,46
Two Lovers,Two Lovers,12000000,3148182,0.2623485,74
The Host,The Host,11000000,88489643,8.044513,35
The Great Beauty,The Great Beauty,12400000,8371085,0.6750875,86
Stoker,Stoker,12000000,12077441,1.006453417,58
2046,2046,12000000,19271312,1.605942667,78
Ondine,Ondine,12000000,1644755,0.137062917,65
Brother,Brother,12000000,15250000,1.270833333,47
City of Life and Death,City of Life and Death,12000000,10652498,0.887708167,85
5 Days of War,5 Days of War,20000000,17479,0.00087395,31
Heaven is for Real,Heaven is for Real,12000000,101332962,8.4444135,47
Snatch,Snatch,10000000,83557872,8.3557872,55
Pet Sematary,Pet Sematary,11500000,57469467,4.997344957,38
Gremlins,Gremlins,11000000,153083102,13.91664564,70
Dirty Grandpa,Dirty Grandpa,11500000,94073028,8.180263304,21
Doctor Zhivago,Doctor Zhivago,11000000,111858363,10.16894209,69
The Fighter,The Fighter,25000000,93617009,3.74468036,79
Jackass Number Two,Jackass Number Two,11000000,72778712,6.616246545,66
My Cousin Vinny,My Cousin Vinny,11000000,64088552,5.826232,68
If I Stay,If I Stay,11000000,78874843,7.170440273,46
Major League,Major League,11000000,49797148,4.527013455,62
Phone Booth,Phone Booth,13000000,97837138,7.525933692,56
A Walk to Remember,A Walk to Remember,11000000,41227069,3.747915364,35
Dead Man Walking,Dead Man Walking,11000000,39363635,3.578512273,80
Cruel Intentions,Cruel Intentions,10500000,75902208,7.228781714,56
Saw VI,Saw VI,11000000,68233629,6.203057182,30
History of the World: Part I,History of the World: Part I,11000000,31672907,2.879355182,47
The Secret Life of Bees,The Secret Life of Bees,11000000,38105395,3.464126818,57
Corky Romano,Corky Romano,11000000,23978402,2.179854727,20
F.I.S.T.,F.I.S.T.,11,11,1,54
Brooklyn,Brooklyn,11000000,62076141,5.643285545,88
Barry Lyndon,Barry Lyndon,11000000,20000000,1.818181818,89
Out Cold,Out Cold,24000000,14782676,0.615944833,22
The Ladies Man,The Ladies Man,24000000,13700000,0.570833333,22
Quartet,Quartet,11000000,59520298,5.410936182,64
Tomcats,Tomcats,11000000,23430766,2.130069636,15
Frailty,Frailty,11000000,13110448,1.191858909,64
Woman in Gold,Woman in Gold,11000000,61619773,5.601797545,51
Slackers,Slackers,14000000,6413915,0.458136786,12
What's Eating Gilbert Grape,What's Eating Gilbert Grape,11000000,30000000,2.727272727,73
The Visual Bible: The Gospel of John,The Visual Bible: The Gospel of John,10000000,4069090,0.406909,52
Inside Llewyn Davis,Inside Llewyn Davis,11000000,32935319,2.994119909,93
The Molly Maguires,The Molly Maguires,11000000,2200000,0.2,62
Saw V,Saw V,10800000,113857533,10.54236417,20
An Ideal Husband,An Ideal Husband,14000000,18535191,1.323942214,67
2001: A Space Odyssey,2001: A Space Odyssey,10500000,68700000,6.542857143,82
In the Land of Women,In the Land of Women,10000000,17500000,1.75,47
For Greater Glory - The True Story of Cristiada,For Greater Glory - The True Story of Cristiada,12000000,9622846,0.801903833,35
Stripes,Stripes,10000000,85300000,8.53,68
Bring It On,Bring It On,28000000,90449929,3.230354607,52
The Purge: Election Year,The Purge: Election Year,10000000,118587880,11.858788,55
She's All That,She's All That,10000000,103166989,10.3166989,51
Saw IV,Saw IV,10000000,139352633,13.9352633,36
White Noise,White Noise,10000000,91196419,9.1196419,30
Madea's Family Reunion,Madea's Family Reunion,6000000,57231524,9.538587333,45
The Color of Money,The Color of Money,13800000,52293982,3.789418986,77
The Longest Day,The Longest Day,10000000,50100000,5.01,75
The Mighty Ducks,The Mighty Ducks,10000000,50752337,5.0752337,46
Happy Gilmore,Happy Gilmore,12000000,41205099,3.43375825,31
Jeepers Creepers,Jeepers Creepers,10000000,59217789,5.9217789,49
Bill & Ted's Excellent Adventure,Bill & Ted's Excellent Adventure,10000000,40485039,4.0485039,60
Oliver!,Oliver!,10000000,37402877,3.7402877,74
The Best Exotic Marigold Hotel,The Best Exotic Marigold Hotel,10000000,136836156,13.6836156,62
Recess: School's Out,Recess: School's Out,10000000,44460850,4.446085,43
Mad Max Beyond Thunderdome,Mad Max Beyond Thunderdome,12305523,36230219,2.944224232,71
Commando,Commando,10000000,57500000,5.75,51
The Boy,The Boy,10000000,64188367,6.4188367,42
Devil,Devil,10000000,33583175,3.3583175,44
Friday After Next,Friday After Next,20000000,33526835,1.67634175,35
Insidious: Chapter 3,Insidious: Chapter 3,10000000,104303851,10.4303851,52
The Lawnmower Man,The Lawnmower Man,10000000,32101000,3.2101,42
Nick and Norah's Infinite Playlist,Nick and Norah's Infinite Playlist,9000000,32973937,3.663770778,64
Dogma,Dogma,10000000,30652890,3.065289,62
Twilight Zone: The Movie,Twilight Zone: The Movie,10000000,29450919,2.9450919,44
Road House,Road House,15000000,30050028,2.0033352,36
Swimfan,Swimfan,8500000,34411240,4.048381176,29
Employee of the Month,Employee of the Month,12000000,38368909,3.197409083,36
Can't Hardly Wait,Can't Hardly Wait,10000000,25605015,2.5605015,52
The Outsiders,The Outsiders,10000000,33697647,3.3697647,41
Pete's Dragon,Pete's Dragon,65000000,143695338,2.210697508,71
The Dead Zone,The Dead Zone,10000000,20766616,2.0766616,69
Sinister 2,Sinister 2,10000000,52882018,5.2882018,32
Sparkle,Sparkle,14000000,24637469,1.759819214,54
The Fourth Kind,The Fourth Kind,10000000,42333295,4.2333295,34
Rushmore,Rushmore,9000000,17096053,1.899561444,86
Skyline,Skyline,10000000,66821036,6.6821036,26
The Second Best Exotic Marigold Hotel,The Second Best Exotic Marigold Hotel,10000000,85978266,8.5978266,51
Mo' Better Blues,Mo' Better Blues,10000000,16153593,1.6153593,61
Tremors,Tremors,11000000,48572000,4.415636364,65
Wrong Turn,Wrong Turn,12600000,28650575,2.273855159,32
The Long Riders,The Long Riders,10000000,15795189,1.5795189,64
The Corruptor,The Corruptor,25000000,15156200,0.606248,56
Mud,Mud,10000000,21587700,2.15877,76
Reno 911!: Miami,Reno 911!: Miami,10000000,20342161,2.0342161,47
My Week with Marilyn,My Week with Marilyn,6400000,35057696,5.477765,65
The Matador,The Matador,10000000,17297244,1.7297244,65
The Gift,The Gift,5000000,58978653,11.7957306,77
Office Space,Office Space,10000000,12827813,1.2827813,68
Drop Dead Gorgeous,Drop Dead Gorgeous,10000000,10571408,1.0571408,28
Big Eyes,Big Eyes,10000000,28883511,2.8883511,62
Very Bad Things,Very Bad Things,30000000,9898412,0.329947067,31
Body Double,Body Double,10000000,8801940,0.880194,69
MacGruber,MacGruber,10000000,6110000,0.611,43
Movie 43,Movie 43,6000000,32438988,5.406498,18
Seeking a Friend for the End of the World,Seeking a Friend for the End of the World,10000000,9636289,0.9636289,59
American History X,American History X,20000000,23875127,1.19375635,62
The Red Violin,The Red Violin,18000000,9495408,0.527522667,57
Bad Words,Bad Words,9500000,7800000,0.821052632,57
Black or White,Black or White,9000000,21571189,2.396798778,45
Rescue Dawn,Rescue Dawn,10000000,7177143,0.7177143,77
Danny Collins,Danny Collins,10000000,10835752,1.0835752,58
"Jeff, Who Lives at Home","Jeff, Who Lives at Home",10000000,4417580,0.441758,60
The Limey,The Limey,10000000,3193102,0.3193102,73
The House of Mirth,The House of Mirth,10000000,5164404,0.5164404,78
The Forest,The Forest,10000000,40055439,4.0055439,34
While We're Young,While We're Young,10000000,7587485,0.7587485,77
A Better Life,A Better Life,10000000,1759252,0.1759252,64
Gun Shy,Gun Shy,10000000,1631839,0.1631839,42
The Iceman,The Iceman,20000000,1969193,0.09845965,60
Killer Joe,Killer Joe,10000000,3665069,0.3665069,62
The Joneses,The Joneses,10000000,7022728,0.7022728,55
My Blueberry Nights,My Blueberry Nights,10000000,21786738,2.1786738,52
Swept Away,Swept Away,10000000,598645,0.0598645,18
"War, Inc.","War, Inc.",5000000,1296184,0.2592368,37
Coriolanus,Coriolanus,7700000,1072602,0.139298961,79
World's Greatest Dad,World's Greatest Dad,10000000,295750,0.029575,69
Strangerland,Strangerland,10000000,17472,0.0017472,42
Of Horses and Men,Of Horses and Men,10,11,1.1,74
Adventureland,Adventureland,9500000,17164377,1.806776526,76
The Lost City,The Lost City,9600000,4386236,0.456899583,47
Next Friday,Next Friday,11000000,59827328,5.438848,41
You Only Live Twice,You Only Live Twice,9500000,111584787,11.74576705,61
Amour,Amour,8900000,19839492,2.229156404,94
Poltergeist III,Poltergeist III,10500000,14144000,1.347047619,40
"It's a Mad, Mad, Mad, Mad World","It's a Mad, Mad, Mad, Mad World",9400000,60000000,6.382978723,59
Volver,Volver,12899867,85582407,6.634363517,84
Melancholia,Melancholia,7400000,21817298,2.948283514,80
Alien,Alien,11000000,104931801,9.539254636,89
The Runaways,The Runaways,10000000,2995811,0.2995811,65
Fiddler on the Roof,Fiddler on the Roof,9000000,83304330,9.256036667,67
The Best Man,The Best Man,9000000,34573780,3.841531111,61
Child's Play,Child's Play,9000000,44196684,4.910742667,58
Sicko,Sicko,9000000,24538513,2.726501444,74
The Purge: Anarchy,The Purge: Anarchy,9000000,108782847,12.086983,50
Harold & Kumar Go to White Castle,Harold & Kumar Go to White Castle,9000000,23936908,2.659656444,10
Boiler Room,Boiler Room,26000000,28780255,1.106932885,63
Trading Places,Trading Places,40600000,90400000,2.226600985,69
Black Christmas,Black Christmas,9000000,21510851,2.390094556,65
The Way of the Gun,The Way of the Gun,8500000,19125401,2.250047176,49
Igby Goes Down,Igby Goes Down,9000000,4777465,0.530829444,72
PCU,PCU,9000000,4350774,0.483419333,42
Gracie,Gracie,9000000,2955039,0.328337667,52
Princess Kaiulani,Princess Kaiulani,9000000,771499,0.085722111,41
Opal Dream,Opal Dream,5000000,140666,0.0281332,56
Undiscovered,Undiscovered,9000000,1046166,0.116240667,29
Awake,Awake,86000000,14373825,0.1671375,33
The Lost Boys,The Lost Boys,8500000,32222567,3.790890235,63
Crazy Heart,Crazy Heart,7000000,39462438,5.637491143,83
The Rose,The Rose,9250000,29174648,3.154016,67
Baggage Claim,Baggage Claim,8500000,22456509,2.641942235,34
Barbarella,Barbarella,9000000,2500000,0.277777778,51
The Namesake,The Namesake,12000000,20138836,1.678236333,82
The DUFF,The DUFF,8500000,43528634,5.121015765,56
Glitter,Glitter,22000000,5271666,0.239621182,14
Bright Star,Bright Star,8500000,4440055,0.522359412,81
My Name Is Khan,My Name Is Khan,12000000,42345360,3.52878,50
All Is Lost,All Is Lost,9000000,6108720,0.678746667,87
The Wind That Shakes the Barley,The Wind That Shakes the Barley,6500000,22889018,3.521387385,82
Nightcrawler,Nightcrawler,8500000,38697217,4.552613765,76
Club Dread,Club Dread,8500000,5001655,0.58843,45
Splash,Splash,8000000,69821334,8.72766675,71
Little Miss Sunshine,Little Miss Sunshine,8000000,100523181,12.56539763,80
Stand by Me,Stand by Me,8000000,52287414,6.53592675,75
Escape from Alcatraz,Escape from Alcatraz,8000000,43000000,5.375,76
Brown Sugar,Brown Sugar,8000000,27362712,3.420339,58
50/50,50/50,8000000,39187783,4.898472875,72
That Awkward Moment,That Awkward Moment,8000000,26049082,3.25613525,36
On Her Majesty's Secret Service,On Her Majesty's Secret Service,6500000,81974493,12.61146046,61
New Nightmare,New Nightmare,14000000,18090181,1.292155786,64
Drive Me Crazy,Drive Me Crazy,8000000,22593409,2.824176125,42
Akeelah and the Bee,Akeelah and the Bee,8000000,18948425,2.368553125,72
Half Baked,Half Baked,8000000,17460020,2.1825025,16
New in Town,New in Town,8000000,29010817,3.626352125,29
American Psycho,American Psycho,7000000,34266564,4.895223429,64
The Good Girl,The Good Girl,8000000,16856124,2.1070155,71
The Boondock Saints II: All Saints Day,The Boondock Saints II: All Saints Day,8000000,10629321,1.328665125,24
Easy A,Easy A,8000000,74952305,9.369038125,72
Shadow of the Vampire,Shadow of the Vampire,8000000,8279017,1.034877125,71
Prom,Prom,8000000,10130000,1.26625,50
Anomalisa,Anomalisa,8000000,5659286,0.70741075,88
Another Year,Another Year,8000000,18124262,2.26553275,80
It's Kind of a Funny Story,It's Kind of a Funny Story,8000000,6491240,0.811405,63
Prefontaine,Prefontaine,8000000,589304,0.073663,56
Begin Again,Begin Again,8000000,63464861,7.933107625,62
Down in the Valley,Down in the Valley,8000000,852872,0.106609,65
Brooklyn Rules,Brooklyn Rules,8000000,458232,0.057279,53
Fido,Fido,8000000,426224,0.053278,70
Wild Target,Wild Target,8000000,3453043,0.431630375,41
Aloft,Aloft,8000000,53086,0.00663575,34
Swimming Pool,Swimming Pool,7800000,22441323,2.877092692,70
Rumble in the Bronx,Rumble in the Bronx,7500000,32392047,4.3189396,61
Thank You for Smoking,Thank You for Smoking,6500000,24793509,3.814386,71
Hostel: Part II,Hostel: Part II,10200000,35619521,3.492109902,46
An Education,An Education,7500000,26096852,3.479580267,85
Shopgirl,Shopgirl,10284523,11588205,1.126761543,62
Narc,Narc,6500000,12633747,1.943653385,70
Extract,Extract,8000000,10848783,1.356097875,61
Albert Nobbs,Albert Nobbs,8000000,5634828,0.7043535,57
The Neon Demon,The Neon Demon,7000000,1333124,0.190446286,51
Harry Brown,Harry Brown,7300000,10329747,1.415033836,55
Jumping the Broom,Jumping the Broom,6600000,37710610,5.713728788,56
"Good Night, and Good Luck.","Good Night, and Good Luck.",7000000,54600000,7.8,80
Capote,Capote,7000000,49084830,7.012118571,88
Desperado,Desperado,7000000,25405445,3.629349286,55
Logan's Run,Logan's Run,9000000,25000000,2.777777778,53
The Man with the Golden Gun,The Man with the Golden Gun,7000000,97572000,13.93885714,43
Action Jackson,Action Jackson,7000000,20256975,2.893853571,36
Devil's Due,Devil's Due,7000000,36433975,5.204853571,34
Flirting with Disaster,Flirting with Disaster,7000000,14702438,2.100348286,81
In Too Deep,In Too Deep,7000000,14011454,2.001636286,53
House of 1000 Corpses,House of 1000 Corpses,7000000,16829545,2.404220714,31
A Serious Man,A Serious Man,7000000,31430334,4.490047714,79
Beyond the Lights,Beyond the Lights,7000000,14618727,2.088389571,73
The Last Temptation of Christ,The Last Temptation of Christ,7000000,8373585,1.196226429,80
Outside Providence,Outside Providence,7000000,7292175,1.041739286,62
The Other Side of Heaven,The Other Side of Heaven,7000000,4720371,0.674338714,38
Veer-Zaara,Veer-Zaara,7000000,29385320,4.197902857,67
Auto Focus,Auto Focus,7000000,2062066,0.294580857,66
We Need to Talk About Kevin,We Need to Talk About Kevin,7000000,6038942,0.862706,68
Losin' It,Losin' It,7000000,1246141,0.178020143,51
I Hope They Serve Beer in Hell,I Hope They Serve Beer in Hell,7000000,1429299,0.204185571,26
Hesher,Hesher,7000000,382946,0.054706571,45
Freeheld,Freeheld,7000000,573335,0.081905,50
The Extra Man,The Extra Man,7000000,453079,0.064725571,56
Hard to Be a God,Hard to Be a God,7000000,1310673,0.187239,90
The Boondock Saints,The Boondock Saints,6000000,30471,0.0050785,44
Dazed and Confused,Dazed and Confused,6900000,7993039,1.158411449,78
House at the End of the Street,House at the End of the Street,6900000,44287131,6.418424783,31
Incendies,Incendies,6800000,7103838,1.044682059,80
Bran Nue Dae,Bran Nue Dae,7,7,1,54
Boyz n the Hood,Boyz n the Hood,6500000,57504069,8.846779846,76
La Bamba,La Bamba,6500000,54215416,8.340833231,65
Dressed to Kill,Dressed to Kill,6500000,31899000,4.907538462,74
Go,Go,6500000,28451622,4.377172615,72
Friends with Money,Friends with Money,6500000,13368437,2.056682615,68
The Andromeda Strain,The Andromeda Strain,6500000,12376563,1.904086615,60
Shame,Shame,6500000,17693675,2.722103846,72
Layer Cake,Layer Cake,6500000,11850214,1.823109846,73
The East,The East,6500000,2401510,0.369463077,68
A Home at the End of the World,A Home at the End of the World,6500000,1548955,0.238300769,59
The Messenger,The Messenger,6500000,1521261,0.234040154,77
The Terminator,The Terminator,6400000,78371200,12.2455,84
The Return of the Living Dead,The Return of the Living Dead,4000000,14237000,3.55925,66
Mallrats,Mallrats,6000000,2122561,0.353760167,41
West Side Story,West Side Story,6000000,43656822,7.276137,86
Caddyshack,Caddyshack,6000000,39846344,6.641057333,48
The Wood,The Wood,6000000,25059640,4.176606667,52
The Usual Suspects,The Usual Suspects,6000000,23341568,3.890261333,77
A Nightmare on Elm Street 5: The Dream Child,A Nightmare on Elm Street 5: The Dream Child,8000000,22168359,2.771044875,54
The Wrestler,The Wrestler,6000000,44703995,7.450665833,81
Escape from New York,Escape from New York,6000000,50244700,8.374116667,76
Daddy Day Camp,Daddy Day Camp,6000000,18197398,3.032899667,13
A Mighty Wind,A Mighty Wind,6000000,18750246,3.125041,81
Sliding Doors,Sliding Doors,6000000,58000000,9.666666667,59
The Last King of Scotland,The Last King of Scotland,6000000,48027970,8.004661667,74
Halloween 5: The Revenge of Michael Myers,Halloween 5: The Revenge of Michael Myers,5000000,11642254,2.3284508,28
Bernie,Bernie,5000000,9206470,1.841294,75
200 Cigarettes,200 Cigarettes,6000000,6852450,1.142075,33
The Words,The Words,6000000,13231461,2.2052435,37
City Island,City Island,6000000,6670712,1.111785333,66
The Guard,The Guard,6000000,19560274,3.260045667,78
College,College,7000000,6230276,0.890039429,15
The Virgin Suicides,The Virgin Suicides,6000000,10409377,1.734896167,76
Wish I Was Here,Wish I Was Here,5500000,5483299,0.996963455,43
Simply Irresistible,Simply Irresistible,6000000,4398989,0.733164833,27
Shattered Glass,Shattered Glass,6000000,2944752,0.490792,73
Novocaine,Novocaine,6000000,2025238,0.337539667,45
The Wild Bunch,The Wild Bunch,6244087,638641,0.102279324,95
The Wackness,The Wackness,6000000,2899975,0.483329167,61
Snow Flower and the Secret Fan,Snow Flower and the Secret Fan,134005,1332231,9.941651431,42
"Surfer, Dude","Surfer, Dude",6000000,69497,0.011582833,16
Deadfall,Deadfall,12000000,66351,0.00552925,52
Videodrome,Videodrome,5952000,2120439,0.356256552,60
Song One,Song One,6000000,32251,0.005375167,48
The Protector,The Protector,6000000,27165581,4.527596833,52
Crossover,Crossover,5800000,7000000,1.206896552,30
Chariots of Fire,Chariots of Fire,5500000,58972904,10.72234618,78
High Plains Drifter,High Plains Drifter,5500000,15700000,2.854545455,69
Mambo Italiano,Mambo Italiano,4361898,3031801,0.695064626,41
Wonderland,Wonderland,5000000,2466444,0.4932888,43
Do the Right Thing,Do the Right Thing,6500000,37295445,5.737760769,92
Miss Julie,Miss Julie,5500000,5000000,0.909090909,56
10 Cloverfield Lane,10 Cloverfield Lane,15000000,108286421,7.219094733,76
Jackass: The Movie,Jackass: The Movie,5000000,64282312,12.8564624,42
Lights Out,Lights Out,4900000,44107032,9.001435102,58
A Nightmare on Elm Street 3: Dream Warriors,A Nightmare on Elm Street 3: Dream Warriors,5000000,44793222,8.9586444,49
The Return of the Pink Panther,The Return of the Pink Panther,5000000,41833347,8.3666694,61
Monster,Monster,8000000,60378584,7.547323,74
"20,000 Leagues Under the Sea","20,000 Leagues Under the Sea",5000000,28200000,5.64,83
The Elephant Man,The Elephant Man,5000000,26010864,5.2021728,77
Dallas Buyers Club,Dallas Buyers Club,5000000,55198285,11.039657,84
Memento,Memento,9000000,39723096,4.413677333,80
Oculus,Oculus,5000000,44030246,8.8060492,61
Clerks II,Clerks II,5000000,26888376,5.3776752,65
The Way Way Back,The Way Way Back,4600000,23198652,5.043185217,68
Our Idiot Brother,Our Idiot Brother,10000000,17273593,1.7273593,60
Race,Race,5000000,24804129,4.9608258,56
"As Above, So Below","As Above, So Below",5000000,40100000,8.02,38
Still Alice,Still Alice,5000000,43884652,8.7769304,72
Nighthawks,Nighthawks,5000000,19905359,3.9810718,56
Spring Breakers,Spring Breakers,5000000,31724284,6.3448568,63
Halloween: The Curse of Michael Myers,Halloween: The Curse of Michael Myers,5000000,15116634,3.0233268,10
Shaun of the Dead,Shaun of the Dead,4000000,30039392,7.509848,76
Lone Star,Lone Star,5000000,13269963,2.6539926,78
Halloween 4: The Return of Michael Myers,Halloween 4: The Return of Michael Myers,5000000,17768757,3.5537514,34
Lone Wolf McQuade,Lone Wolf McQuade,5000000,12232628,2.4465256,65
Apollo 18,Apollo 18,5000000,25562924,5.1125848,24
Sunshine Cleaning,Sunshine Cleaning,5000000,16174377,3.2348754,61
No Escape,No Escape,5000000,54418872,10.8837744,38
Fifty Shades of Black,Fifty Shades of Black,20000000,21164799,1.05823995,28
The Barbarian Invasions,The Barbarian Invasions,8000000,3432342,0.42904275,70
Force 10 from Navarone,Force 10 from Navarone,5000000,7230000,1.446,42
Once Upon a Time in the West,Once Upon a Time in the West,5000000,5321508,1.0643016,80
Made,Made,5000000,5476060,1.095212,62
Moon,Moon,5000000,9760104,1.9520208,67
