Title,Title,Budget,Revenue,BD Ratio,IMDB score
Scream,Scream,14000000,173046663,12.36047593,7.20
The Shining,The Shining,19000000,44017374,2.316703895,8.40
House on Haunted Hill,House on Haunted Hill,19000000,40846082,2.149793789,5.60
The Switch,The Switch,19000000,49830607,2.622663526,6.10
Just Married,Just Married,18000000,101564935,5.642496389,5.50
The Devil's Double,The Devil's Double,19100000,5728213,0.29990644,7.10
The Crazies,The Crazies,20000000,54956140,2.747807,6.50
The Bounty,The Bounty,25000000,8613462,0.34453848,7.00
Sex Drive,Sex Drive,19000000,18755936,0.987154526,6.50
Leap Year,Leap Year,19000000,29922472,1.574866947,6.50
The Fall of the Roman Empire,The Fall of the Roman Empire,19000000,4750000,0.25,6.70
Take Me Home Tonight,Take Me Home Tonight,19000000,6928068,0.364635158,6.30
The Nutcracker,The Nutcracker,19000000,2119994,0.111578632,5.80
The Amityville Horror,The Amityville Horror,19000000,108047131,5.686691105,6.00
Adaptation.,Adaptation.,19000000,32801173,1.726377526,7.70
Land of the Dead,Land of the Dead,15000000,46770602,3.118040133,6.20
Fear and Loathing in Las Vegas,Fear and Loathing in Las Vegas,18500000,10680275,0.577312162,7.60
The Invention of Lying,The Invention of Lying,18500000,31912793,1.725015838,6.40
Neighbors,Neighbors,18000000,268157400,14.89763333,6.30
Big,Big,18000000,151668774,8.426043,7.30
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,18000000,261572744,14.53181911,7.30
Legally Blonde,Legally Blonde,18000000,141774679,7.876371056,6.20
Star Trek III: The Search for Spock,Star Trek III: The Search for Spock,18000000,87000000,4.833333333,6.70
The Exorcism of Emily Rose,The Exorcism of Emily Rose,19000000,144216468,7.590340421,6.70
Deuce Bigalow: Male Gigolo,Deuce Bigalow: Male Gigolo,17000000,65535067,3.855003941,5.70
Left Behind,Left Behind,16000000,19682924,1.23018275,3.10
Barbershop 2:  Back in Business,Barbershop 2:  Back in Business,18000000,65070412,3.615022889,5.70
Bad Santa,Bad Santa,23000000,76488889,3.32560387,7.00
Austin Powers: International Man of Mystery,Austin Powers: International Man of Mystery,16500000,67683989,4.102059939,7.00
My Big Fat Greek Wedding 2,My Big Fat Greek Wedding 2,18000000,88923251,4.940180611,6.00
Diary of a Wimpy Kid: Rodrick Rules,Diary of a Wimpy Kid: Rodrick Rules,21000000,72417394,3.448447333,6.50
Predator,Predator,18000000,98235548,5.457530444,7.80
Amadeus,Amadeus,18000000,51973029,2.8873905,8.30
Mean Girls,Mean Girls,17000000,129042871,7.590757118,7.00
Gosford Park,Gosford Park,19800000,87754044,4.432022424,7.20
Peggy Sue Got Married,Peggy Sue Got Married,18000000,41382841,2.299046722,6.30
Birdman,Birdman,18000000,103215094,5.734171889,6.80
Blue Jasmine,Blue Jasmine,18000000,99206215,5.511456389,7.30
United 93,United 93,15000000,76286096,5.085739733,7.50
Honey,Honey,18000000,62646763,3.480375722,5.30
Soul Surfer,Soul Surfer,18000000,47088990,2.616055,7.00
Catch-22,Catch-22,18000000,24911670,1.383981667,7.20
Conan the Destroyer,Conan the Destroyer,18000000,100000000,5.555555556,5.90
Raging Bull,Raging Bull,18000000,23000000,1.277777778,8.20
Love Happens,Love Happens,18000000,36133014,2.007389667,5.60
127 Hours,127 Hours,18000000,35692920,1.98294,7.60
Center Stage,Center Stage,18000000,17200925,0.955606944,6.70
Love the Coopers,Love the Coopers,17000000,24000000,1.411764706,5.80
Catch That Kid,Catch That Kid,18000000,16702864,0.927936889,5.20
Steve Jobs,Steve Jobs,30000000,34441873,1.148062433,7.20
The Legend of the Lone Ranger,The Legend of the Lone Ranger,18000000,2945600,0.163644444,5.10
The Tailor of Panama,The Tailor of Panama,21000000,28008462,1.333736286,6.10
Blow Out,Blow Out,18000000,12000000,0.666666667,7.40
Getaway,Getaway,18000000,10501938,0.583441,4.40
The Ice Storm,The Ice Storm,18000000,8038061,0.446558944,7.40
And So It Goes,And So It Goes,18000000,25312387,1.406243722,5.80
Dragonslayer,Dragonslayer,18000000,14110013,0.783889611,6.70
Ed Wood,Ed Wood,18000000,5887457,0.327080944,7.80
Labor Day,Labor Day,18000000,20275812,1.126434,6.90
Mongol: The Rise of Genghis Khan,Mongol: The Rise of Genghis Khan,18000000,26527510,1.473750556,7.20
RockNRolla,RockNRolla,18000000,25739015,1.429945278,7.30
Mao's Last Dancer,Mao's Last Dancer,25000000,20719451,0.82877804,7.30
Midnight Special,Midnight Special,18000000,6212282,0.345126778,6.60
The Railway Man,The Railway Man,18000000,22309223,1.239401278,7.10
The Wraith,The Wraith,2700000,3500000,1.296296296,6.00
Metallica: Through the Never,Metallica: Through the Never,18000000,7972967,0.442942611,7.20
The Informers,The Informers,18000000,382174,0.021231889,5.00
Carlos,Carlos,18000000,871279,0.048404389,7.60
Day of the Dead,Day of the Dead,3500000,34000000,9.714285714,7.20
Renaissance,Renaissance,18000000,1831348,0.101741556,6.70
Red Sonja,Red Sonja,17900000,6948633,0.388191788,5.10
Red Lights,Red Lights,14000000,13551174,0.967941,6.20
Superbad,Superbad,20000000,121463226,6.0731613,7.60
Step Up 2: The Streets,Step Up 2: The Streets,23000000,150816700,6.557247826,6.20
Hoodwinked!,Hoodwinked!,15000000,51053787,3.4035858,6.40
Hotel Rwanda,Hotel Rwanda,17500000,38000000,2.171428571,8.10
Hitman,Hitman,24000000,99965753,4.165239708,6.30
Black Nativity,Black Nativity,17500000,7018189,0.401039371,4.50
The Prince,The Prince,18000000,266586800,14.81037778,4.60
Aliens,Aliens,18500000,183316455,9.908997568,8.40
My Fair Lady,My Fair Lady,17000000,72070731,4.239454765,7.80
I Know What You Did Last Summer,I Know What You Did Last Summer,17000000,125586134,7.387419647,5.70
Let's Be Cops,Let's Be Cops,17000000,136621271,8.036545353,6.40
Sideways,Sideways,16000000,109502303,6.843893938,7.50
Beerfest,Beerfest,17500000,19179969,1.095998229,6.30
The Best Man Holiday,The Best Man Holiday,17000000,71625195,4.213246765,6.70
Smokin' Aces,Smokin' Aces,17000000,57103895,3.359052647,6.70
Saw: The Final Chapter,Saw: The Final Chapter,20000000,136150434,6.8075217,5.60
A Night at the Roxbury,A Night at the Roxbury,17000000,30331165,1.784186176,6.30
Beastly,Beastly,17000000,43165571,2.539151235,5.60
The Hills Have Eyes,The Hills Have Eyes,15000000,69623713,4.641580867,6.40
ATL,ATL,20000000,21170563,1.05852815,6.10
Pitch Perfect,Pitch Perfect,17000000,115350426,6.785319176,7.20
Summer Catch,Summer Catch,34000000,19693891,0.579232088,5.00
Brooklyn's Finest,Brooklyn's Finest,17000000,29536299,1.737429353,6.70
55 Days at Peking,55 Days at Peking,17000000,10000000,0.588235294,6.70
Evil Dead,Evil Dead,17000000,97542952,5.737820706,6.50
My Life in Ruins,My Life in Ruins,17000000,20455276,1.203251529,5.90
American Dreamz,American Dreamz,17000000,7314027,0.430236882,5.40
Superman IV: The Quest for Peace,Superman IV: The Quest for Peace,17000000,19300000,1.135294118,3.70
Running Scared,Running Scared,17000000,9500000,0.558823529,7.40
The Illusionist,The Illusionist,40000000,86915017,2.172875425,7.60
Roar,Roar,17000000,2000000,0.117647059,6.20
Veronica Guerin,Veronica Guerin,17000000,1569918,0.092348118,6.90
Escobar: Paradise Lost,Escobar: Paradise Lost,17000000,3758328,0.221078118,6.50
Southland Tales,Southland Tales,17000000,374743,0.022043706,5.40
Damnation Alley,Damnation Alley,17000000,8720000,0.512941176,5.30
The Apparition,The Apparition,17000000,9627492,0.566323059,4.10
Fur: An Imaginary Portrait of Diane Arbus,Fur: An Imaginary Portrait of Diane Arbus,16800000,2281089,0.135779107,6.50
Wall Street,Wall Street,15000000,43848069,2.9232046,7.40
Sense and Sensibility,Sense and Sensibility,16500000,135000000,8.181818182,7.60
Becoming Jane,Becoming Jane,16500000,37311672,2.261313455,7.10
Sydney White,Sydney White,16500000,13620075,0.825459091,6.20
House of Sand and Fog,House of Sand and Fog,16500000,16942795,1.026836061,7.50
Dead Poets Society,Dead Poets Society,16400000,235860116,14.38171439,8.10
When Harry Met Sally...,When Harry Met Sally...,16000000,92823546,5.801471625,7.60
The Verdict,The Verdict,16000000,53977250,3.373578125,7.70
Road Trip,Road Trip,16000000,119754278,7.484642375,6.40
The Artist,The Artist,15000000,133432856,8.895523733,7.90
The Unborn,The Unborn,16000000,76514050,4.782128125,4.80
Moonrise Kingdom,Moonrise Kingdom,16000000,68263166,4.266447875,7.80
The Young Messiah,The Young Messiah,18500000,6490401,0.350832486,5.60
Pan's Labyrinth,Pan's Labyrinth,19000000,83258226,4.382011895,8.20
Baby Boy,Baby Boy,16000000,29381649,1.836353063,6.40
The Roommate,The Roommate,16000000,40492759,2.530797438,4.80
Joe Dirt,Joe Dirt,17700000,30987695,1.750717232,6.00
Double Impact,Double Impact,15000000,30102717,2.0068478,5.60
Hot Fuzz,Hot Fuzz,12000000,80573774,6.714481167,7.80
The Women,The Women,16000000,50007546,3.125471625,5.00
Vicky Cristina Barcelona,Vicky Cristina Barcelona,15000000,96408652,6.427243467,7.10
Boys and Girls,Boys and Girls,16000000,20627372,1.28921075,5.40
Jennifer's Body,Jennifer's Body,16000000,31556061,1.972253813,5.20
Drowning Mona,Drowning Mona,16000000,15427192,0.9641995,5.70
My Stepmother is an Alien,My Stepmother is an Alien,20000000,13854000,0.6927,5.30
Philadelphia,Philadelphia,26000000,206678440,7.949170769,7.70
The Thirteenth Floor,The Thirteenth Floor,16000000,18564088,1.1602555,7.10
The Cookout,The Cookout,16000000,12,0.00000075,3.70
Detroit Rock City,Detroit Rock City,6500000,4217115,0.648786923,6.90
Highlander,Highlander,16000000,5900000,0.36875,7.10
Things We Lost in the Fire,Things We Lost in the Fire,16000000,2849142,0.178071375,7.20
Steel,Steel,16000000,1686429,0.105401813,2.80
The Immigrant,The Immigrant,16000000,5867686,0.366730375,6.60
Trance,Trance,20000000,24261569,1.21307845,6.90
Soul Plane,Soul Plane,16000000,14822346,0.926396625,4.50
Welcome to the Sticks,Welcome to the Sticks,11000000,53191886,4.835626,7.10
Enter the Void,Enter the Void,13000000,754249,0.058019154,7.30
Hachi: A Dog's Tale,Hachi: A Dog's Tale,16000000,47801389,2.987586813,8.10
The Homesman,The Homesman,16000000,3442853,0.215178313,6.60
Slow Burn,Slow Burn,15500000,1237615,0.079846129,5.80
Tootsie,Tootsie,21000000,177200000,8.438095238,7.40
"Crouching Tiger, Hidden Dragon","Crouching Tiger, Hidden Dragon",17000000,213525736,12.56033741,7.80
Twins,Twins,15000000,216614388,14.4409592,6.10
The Yellow Handkerchief,The Yellow Handkerchief,15000000,317000,0.021133333,6.70
The Color Purple,The Color Purple,15000000,146292009,9.7528006,7.80
Tidal Wave,Tidal Wave,16000000,11301649,0.706353063,5.60
Coal Miner's Daughter,Coal Miner's Daughter,15000000,67182787,4.478852467,7.50
Diary of a Wimpy Kid,Diary of a Wimpy Kid,15000000,75700498,5.046699867,6.20
Mama,Mama,15000000,146497771,9.766518067,6.20
Bad Grandpa,Bad Grandpa,15000000,151831537,10.12210247,6.50
The Queen,The Queen,15000000,123384128,8.225608533,7.30
Beetlejuice,Beetlejuice,15000000,73326666,4.8884444,7.50
Why Did I Get Married?,Why Did I Get Married?,15000000,55184721,3.6789814,5.80
The Woman in Black,The Woman in Black,17000000,127730736,7.513572706,6.40
When a Stranger Calls,When a Stranger Calls,15000000,66966987,4.4644658,5.10
Big Fat Liar,Big Fat Liar,15000000,52970014,3.531334267,5.40
The Deer Hunter,The Deer Hunter,15000000,50000000,3.333333333,8.10
Wag the Dog,Wag the Dog,15000000,64256513,4.283767533,7.20
The Lizzie McGuire Movie,The Lizzie McGuire Movie,17000000,55534455,3.266732647,5.50
Snitch,Snitch,35000000,42930462,1.226584629,6.40
Krampus,Krampus,15000000,61548707,4.103247133,6.10
The Faculty,The Faculty,15000000,40283321,2.685554733,6.50
Cop Land,Cop Land,15000000,44862187,2.990812467,6.90
Not Another Teen Movie,Not Another Teen Movie,16000000,66468332,4.15427075,5.70
End of Watch,End of Watch,7000000,48126384,6.875197714,7.60
The Skulls,The Skulls,15000000,35007180,2.333812,5.60
The Theory of Everything,The Theory of Everything,15000000,123726688,8.248445867,7.70
Where the Heart Is,Where the Heart Is,15000000,33771174,2.2514116,6.80
Lawrence of Arabia,Lawrence of Arabia,15000000,69995385,4.666359,8.30
Halloween II,Halloween II,15000000,39421467,2.6280978,6.50
Wild,Wild,15000000,52501541,3.500102733,7.10
The Last House on the Left,The Last House on the Left,15000000,32721635,2.181442333,6.50
The Wedding Date,The Wedding Date,15000000,47175038,3.145002533,6.20
Halloween: Resurrection,Halloween: Resurrection,13000000,37664855,2.897296538,4.00
The Princess Bride,The Princess Bride,16000000,30857814,1.928613375,8.10
The Great Debaters,The Great Debaters,15000000,30226144,2.015076267,7.60
Drive,Drive,15000000,78054825,5.203655,7.80
Confessions of a Teenage Drama Queen,Confessions of a Teenage Drama Queen,15000000,29331068,1.955404533,4.60
The Object of My Affection,The Object of My Affection,15000000,46905889,3.127059267,6.00
28 Weeks Later,28 Weeks Later,15000000,64238440,4.282562667,7.00
When the Game Stands Tall,When the Game Stands Tall,15000000,30127963,2.008530867,6.70
Because of Winn-Dixie,Because of Winn-Dixie,14000000,32645546,2.331824714,6.30
Love & Basketball,Love & Basketball,20000000,27728118,1.3864059,6.10
All About Steve,All About Steve,15000000,40105542,2.6737028,4.80
The Craft,The Craft,15000000,24769466,1.651297733,6.30
Match Point,Match Point,15000000,85306374,5.6870916,7.60
The Remains of the Day,The Remains of the Day,11500000,23237911,2.020687913,7.80
Boogie Nights,Boogie Nights,15000000,43101594,2.8734396,7.90
Flicka,Flicka,15000000,21000000,1.4,6.10
Urban Legends: Final Cut,Urban Legends: Final Cut,14000000,38574362,2.755311571,4.30
The Marine,The Marine,20000000,22165608,1.1082804,4.70
Keanu,Keanu,15000000,20566327,1.371088467,6.30
Country Strong,Country Strong,15000000,20529194,1.368612933,6.30
Disturbing Behavior,Disturbing Behavior,15000000,17507368,1.167157867,5.60
The Place Beyond the Pines,The Place Beyond the Pines,15000000,35485608,2.3657072,7.30
The November Man,The November Man,15000000,32556119,2.170407933,6.30
The Hurt Locker,The Hurt Locker,15000000,42000000,2.8,7.60
Firestarter,Firestarter,15000000,17080167,1.1386778,6.10
Killing Them Softly,Killing Them Softly,15000000,37930465,2.528697667,6.20
A Most Wanted Man,A Most Wanted Man,15000000,31554855,2.103657,6.80
U2 3D,U2 3D,15000000,22730842,1.515389467,8.40
Highlander: Endgame,Highlander: Endgame,25000000,15843608,0.63374432,4.60
One Day,One Day,15000000,59389433,3.959295533,7.00
Whip It,Whip It,15000000,16633035,1.108869,6.90
Knockaround Guys,Knockaround Guys,15000000,12000000,0.8,6.10
The Man with the Iron Fists,The Man with the Iron Fists,15000000,15608545,1.040569667,5.40
Home Fries,Home Fries,15000000,10443316,0.696221067,5.10
Raise Your Voice,Raise Your Voice,15000000,14867514,0.9911676,5.90
The Big Lebowski,The Big Lebowski,15000000,46189568,3.079304533,8.10
Black Snake Moan,Black Snake Moan,15000000,10903846,0.726923067,6.90
Dark Blue,Dark Blue,15000000,9237470,0.615831333,6.60
A Mighty Heart,A Mighty Heart,16000000,18928871,1.183054438,6.60
Whatever It Takes,Whatever It Takes,15000000,9902115,0.660141,5.50
Boat Trip,Boat Trip,20000000,8586376,0.4293188,4.90
In Bruges,In Bruges,15000000,34533783,2.3022522,7.90
The Rocker,The Rocker,15000000,8762890,0.584192667,6.20
Post Grad,Post Grad,15000000,6405245,0.427016333,5.30
Promised Land,Promised Land,15000000,8138788,0.542585867,6.60
Whatever Works,Whatever Works,15000000,35097815,2.339854333,7.10
The In Crowd,The In Crowd,15000000,5217498,0.3478332,4.70
Kiss Kiss Bang Bang,Kiss Kiss Bang Bang,15000000,15785148,1.0523432,7.50
Idle Hands,Idle Hands,25000000,4152230,0.1660892,6.20
Mulholland Drive,Mulholland Drive,15000000,20117339,1.341155933,7.90
Never Let Me Go,Never Let Me Go,15000000,9455232,0.6303488,7.10
Transsiberian,Transsiberian,15000000,5926410,0.395094,6.70
Funny Games,Funny Games,15000000,7938872,0.529258133,6.50
Metropolis,Metropolis,92620000,650422,0.007022479,8.30
District B13,District B13,12000000,9584131,0.798677583,7.20
Things to Do in Denver When You're Dead,Things to Do in Denver When You're Dead,8000000,529766,0.06622075,6.80
The Assassin,The Assassin,15000000,632542,0.042169467,6.30
Ong Bak 2,Ong Bak 2,8500000,8936663,1.051372118,6.20
Centurion,Centurion,12000000,6814789,0.567899083,6.40
Silent Trigger,Silent Trigger,15000000,76382,0.005092133,5.50
The Midnight Meat Train,The Midnight Meat Train,15000000,3533227,0.235548467,6.10
All The Queen's Men,All The Queen's Men,15000000,23000,0.001533333,4.60
The Good Night,The Good Night,15000000,20380,0.001358667,5.80
Khumba,Khumba,20000000,27187375,1.35936875,5.70
Groundhog Day,Groundhog Day,14600000,70906973,4.856641986,8.00
Magic Mike XXL,Magic Mike XXL,14800000,122513057,8.277909257,5.60
Romeo + Juliet,Romeo + Juliet,14500000,147298761,10.15853524,6.70
Sarah's Key,Sarah's Key,10000000,17511906,1.7511906,7.50
Unforgiven,Unforgiven,14000000,159157447,11.36838907,8.20
Manderlay,Manderlay,14200000,674918,0.047529437,7.30
Born on the Fourth of July,Born on the Fourth of July,14000000,161001698,11.50012129,7.20
Cool Runnings,Cool Runnings,14000000,154864401,11.06174293,7.00
My Bloody Valentine,My Bloody Valentine,15000000,100734718,6.715647867,5.40
Stomp the Yard,Stomp the Yard,13000000,75511123,5.808547923,5.40
The Spy Who Loved Me,The Spy Who Loved Me,14000000,185438673,13.2456195,7.10
Urban Legend,Urban Legend,14000000,72527595,5.1805425,5.60
White Fang,White Fang,14000000,34793160,2.485225714,6.70
The Iron Lady,The Iron Lady,13000000,114956699,8.842823,6.40
Poetic Justice,Poetic Justice,14000000,27515786,1.965413286,6.00
All About the Benjamins,All About the Benjamins,14000000,25482931,1.820209357,5.90
Vampire in Brooklyn,Vampire in Brooklyn,14000000,19800000,1.414285714,4.50
Exorcist II: The Heretic,Exorcist II: The Heretic,14000000,30749142,2.196367286,3.80
A Perfect Getaway,A Perfect Getaway,14000000,22852638,1.632331286,6.50
Our Family Wedding,Our Family Wedding,14000000,21409028,1.529216286,5.00
